customer_id,signup_date,reference_date,tenure_months,contract_type,plan_type,monthly_charge,auto_pay,has_discount,num_logins_30d,total_usage_30d_min,avg_session_length_min,days_since_last_login,recent_activity_flag,support_tickets_90d,failed_payments_90d,churn_prob,churn,churn_reason
1609,2022-01-16,2025-11-15,46,Monthly,Basic,231,0,1,17,462,27.2,9,0,1,0,0.228,0,
1610,2023-07-29,2025-11-15,28,Monthly,Basic,438,0,0,10,314,31.4,27,0,0,0,0.283,0,
1611,2025-04-10,2025-11-15,7,Annual,Standard,584,1,1,12,520,43.3,14,0,1,0,0.01,0,
1612,2024-02-16,2025-11-15,21,Monthly,Premium,1271,1,1,16,278,17.4,2,0,0,1,0.381,1,payment_issues
1613,2023-07-16,2025-11-15,28,Monthly,Basic,341,0,0,6,38,6.3,15,0,1,0,0.234,0,
1614,2022-06-30,2025-11-15,41,Annual,Premium,1221,1,0,18,283,15.7,2,0,1,0,0.104,0,
1615,2022-07-16,2025-11-15,40,Monthly,Standard,603,0,0,9,74,8.2,2,0,0,0,0.299,0,
1616,2024-03-21,2025-11-15,20,Quarterly,Basic,398,0,1,12,435,36.2,20,0,0,0,0.113,0,
1617,2025-11-04,2025-11-15,0,Monthly,Basic,234,0,0,6,97,16.2,18,0,0,0,0.533,0,
1618,2024-03-07,2025-11-15,20,Monthly,Basic,438,1,1,3,30,10.0,13,0,0,0,0.01,0,
1619,2023-08-30,2025-11-15,26,Annual,Basic,198,0,1,8,352,44.0,1,0,0,0,0.093,0,
1620,2024-07-11,2025-11-15,16,Monthly,Standard,662,1,0,8,47,5.9,4,0,0,0,0.09,0,
1621,2023-03-15,2025-11-15,32,Monthly,Basic,188,1,0,8,355,44.4,0,0,0,0,0.101,0,
1622,2021-03-05,2025-11-15,57,Monthly,Basic,275,1,0,9,282,31.3,2,0,1,0,0.157,0,
1623,2023-09-08,2025-11-15,26,Monthly,Standard,607,0,0,10,265,26.5,8,0,0,0,0.164,0,
1624,2025-08-29,2025-11-15,2,Monthly,Standard,562,1,0,8,245,30.6,20,0,0,0,0.1,0,
1625,2021-10-01,2025-11-15,50,Monthly,Standard,586,1,0,11,469,42.6,25,0,1,0,0.189,0,
1626,2024-04-28,2025-11-15,18,Monthly,Basic,190,0,1,8,70,8.8,15,0,0,0,0.115,0,
1627,2021-11-17,2025-11-15,48,Quarterly,Standard,522,1,1,6,188,31.3,17,0,1,0,0.139,0,
1628,2023-07-21,2025-11-15,28,Monthly,Premium,1239,0,0,15,347,23.1,5,0,0,0,0.236,0,
1629,2021-05-11,2025-11-15,54,Monthly,Standard,602,1,0,6,232,38.7,21,0,1,0,0.176,0,
1630,2023-02-15,2025-11-15,33,Monthly,Premium,1145,1,0,10,226,22.6,1,0,0,0,0.106,0,
1631,2024-08-26,2025-11-15,14,Annual,Standard,705,1,0,12,257,21.4,18,0,1,0,0.01,0,
1632,2022-08-12,2025-11-15,39,Annual,Standard,503,1,0,8,337,42.1,0,0,1,1,0.431,0,
1633,2024-03-13,2025-11-15,20,Quarterly,Standard,572,1,0,9,332,36.9,7,0,0,0,0.094,0,
1634,2024-11-06,2025-11-15,12,Annual,Basic,260,1,0,12,166,13.8,7,0,1,0,0.08,0,
1635,2025-07-05,2025-11-15,4,Monthly,Basic,349,1,0,11,261,23.7,19,0,1,0,0.187,0,
1636,2022-01-18,2025-11-15,46,Monthly,Basic,303,1,1,9,300,33.3,19,0,0,0,0.138,0,
1637,2022-11-14,2025-11-15,36,Quarterly,Basic,292,1,0,6,87,14.5,11,0,1,0,0.062,0,
1638,2021-08-21,2025-11-15,51,Quarterly,Basic,153,1,1,8,271,33.9,14,0,0,1,0.365,1,other
1639,2025-11-01,2025-11-15,0,Monthly,Premium,1269,1,0,12,446,37.2,11,0,0,2,0.791,1,lack_of_value
1640,2025-07-04,2025-11-15,4,Monthly,Basic,283,1,0,6,219,36.5,3,0,1,0,0.115,0,
1641,2023-07-29,2025-11-15,28,Annual,Premium,1209,1,0,11,93,8.5,18,0,0,0,0.126,0,
1642,2025-01-30,2025-11-15,9,Quarterly,Standard,541,0,0,4,75,18.8,1,0,0,0,0.217,0,
1643,2023-06-24,2025-11-15,29,Monthly,Basic,228,1,0,8,356,44.5,15,0,0,1,0.392,0,
1644,2023-12-29,2025-11-15,22,Quarterly,Standard,719,1,0,10,348,34.8,0,0,1,0,0.069,0,
1645,2021-04-27,2025-11-15,55,Monthly,Basic,159,1,0,11,406,36.9,5,0,0,0,0.16,0,
1646,2024-08-25,2025-11-15,14,Monthly,Premium,1116,1,1,12,391,32.6,21,0,0,0,0.066,0,
1647,2021-07-07,2025-11-15,53,Monthly,Standard,718,1,0,7,279,39.9,6,0,0,0,0.25,0,
1648,2025-01-01,2025-11-15,10,Monthly,Basic,351,1,0,8,270,33.8,1,0,0,0,0.08,0,
1649,2024-10-13,2025-11-15,13,Monthly,Premium,1174,0,0,23,647,28.1,21,0,0,0,0.299,0,
1650,2024-06-01,2025-11-15,17,Quarterly,Standard,699,1,0,12,364,30.3,21,0,1,0,0.022,0,
1651,2021-01-20,2025-11-15,58,Monthly,Basic,335,1,0,6,146,24.3,23,0,0,0,0.167,0,
1652,2022-05-23,2025-11-15,42,Monthly,Standard,618,1,0,7,72,10.3,20,0,0,0,0.151,0,
1653,2022-03-11,2025-11-15,44,Monthly,Standard,618,1,1,9,125,13.9,18,0,0,0,0.117,0,
1654,2022-09-04,2025-11-15,38,Monthly,Basic,337,1,0,11,110,10.0,3,0,0,0,0.178,0,
1655,2021-04-24,2025-11-15,55,Annual,Standard,640,1,0,9,326,36.2,19,0,2,1,0.367,0,
1656,2025-07-22,2025-11-15,3,Quarterly,Basic,475,1,0,4,92,23.0,14,0,0,0,0.117,0,
1657,2023-08-23,2025-11-15,27,Annual,Standard,585,1,0,10,204,20.4,28,0,0,0,0.01,0,
1658,2022-05-27,2025-11-15,42,Annual,Basic,287,0,0,9,136,15.1,20,0,3,0,0.503,0,
1659,2022-11-10,2025-11-15,36,Monthly,Premium,1102,1,0,13,135,10.4,27,0,1,0,0.163,0,
1660,2023-02-10,2025-11-15,33,Monthly,Standard,596,1,0,3,65,21.7,19,0,0,0,0.166,0,
1661,2023-11-17,2025-11-15,24,Annual,Basic,449,0,0,11,193,17.5,8,0,0,0,0.121,0,
1662,2023-06-15,2025-11-15,29,Annual,Basic,378,1,0,7,90,12.9,27,0,3,0,0.4,0,
1663,2025-06-20,2025-11-15,4,Quarterly,Basic,257,1,0,6,88,14.7,11,0,1,0,0.01,0,
1664,2023-05-11,2025-11-15,30,Quarterly,Standard,602,1,0,8,318,39.8,13,0,2,0,0.01,0,
1665,2025-10-31,2025-11-15,0,Quarterly,Basic,197,0,0,11,202,18.4,28,0,0,0,0.384,0,
1666,2025-02-16,2025-11-15,9,Monthly,Standard,523,1,1,10,399,39.9,29,0,1,0,0.046,0,
1667,2021-12-01,2025-11-15,48,Monthly,Premium,1211,0,0,12,485,40.4,5,0,0,0,0.348,0,
1668,2025-07-11,2025-11-15,4,Quarterly,Standard,561,1,0,9,263,29.2,0,0,0,0,0.085,0,
1669,2021-06-16,2025-11-15,53,Quarterly,Basic,217,0,0,4,161,40.2,27,0,0,0,0.129,0,
1670,2024-12-16,2025-11-15,11,Monthly,Basic,339,0,0,5,209,41.8,4,0,1,0,0.228,1,payment_issues
1671,2022-10-11,2025-11-15,37,Monthly,Standard,594,1,0,10,139,13.9,15,0,0,0,0.122,0,
1672,2025-04-06,2025-11-15,7,Monthly,Standard,475,1,1,9,349,38.8,24,0,1,0,0.064,0,
1673,2025-03-19,2025-11-15,8,Monthly,Standard,434,1,0,10,436,43.6,19,0,1,0,0.111,0,
1674,2024-11-25,2025-11-15,11,Annual,Standard,555,0,0,9,232,25.8,14,0,1,0,0.18,0,
1675,2024-10-27,2025-11-15,12,Monthly,Basic,173,1,0,8,321,40.1,10,0,0,0,0.109,0,
1676,2022-05-26,2025-11-15,42,Monthly,Premium,1051,0,1,11,325,29.5,12,0,1,0,0.339,1,poor_support
1677,2021-04-12,2025-11-15,55,Monthly,Basic,390,0,0,5,191,38.2,7,0,1,0,0.316,0,
1678,2022-11-21,2025-11-15,36,Quarterly,Standard,593,0,0,9,125,13.9,15,0,0,0,0.228,0,
1679,2021-09-28,2025-11-15,50,Monthly,Standard,579,0,0,4,52,13.0,8,0,0,0,0.262,0,
1680,2024-05-07,2025-11-15,18,Monthly,Basic,285,1,1,5,189,37.8,7,0,0,0,0.01,0,
1681,2022-08-09,2025-11-15,39,Monthly,Standard,509,0,0,7,241,34.4,16,0,0,0,0.213,1,poor_support
1682,2025-10-01,2025-11-15,1,Monthly,Standard,632,1,0,7,282,40.3,26,0,0,1,0.65,1,price
1683,2024-01-29,2025-11-15,21,Monthly,Standard,590,1,0,8,48,6.0,8,0,2,0,0.123,0,
1684,2024-12-26,2025-11-15,10,Monthly,Basic,240,0,0,10,298,29.8,15,0,0,0,0.201,0,
1685,2021-07-15,2025-11-15,52,Annual,Basic,252,1,0,5,112,22.4,3,0,0,0,0.063,0,
1686,2025-03-08,2025-11-15,8,Monthly,Basic,202,1,1,13,241,18.5,19,0,0,0,0.084,0,
1687,2025-06-27,2025-11-15,4,Monthly,Basic,268,1,0,7,274,39.1,4,0,0,0,0.032,0,
1688,2023-04-23,2025-11-15,31,Quarterly,Premium,1181,1,0,12,213,17.8,14,0,2,0,0.127,0,
1689,2023-11-27,2025-11-15,23,Monthly,Standard,566,1,0,10,201,20.1,22,0,0,0,0.122,0,
1690,2024-09-11,2025-11-15,14,Quarterly,Basic,304,1,1,10,146,14.6,16,0,1,0,0.027,0,
1691,2021-10-01,2025-11-15,50,Monthly,Premium,1194,1,0,13,570,43.8,2,0,3,0,0.506,0,
1692,2023-05-22,2025-11-15,30,Monthly,Standard,618,0,0,9,272,30.2,24,0,0,0,0.208,1,price
1693,2022-11-13,2025-11-15,36,Quarterly,Basic,375,1,0,3,102,34.0,18,0,0,0,0.029,0,
1694,2021-08-10,2025-11-15,51,Annual,Basic,347,1,1,5,221,44.2,6,0,2,0,0.062,0,
1695,2022-09-17,2025-11-15,38,Monthly,Basic,376,1,0,9,243,27.0,6,0,0,0,0.135,0,
1696,2021-03-20,2025-11-15,56,Monthly,Premium,1133,1,0,20,477,23.8,25,0,0,1,0.514,0,
1697,2021-01-02,2025-11-15,59,Monthly,Standard,560,1,0,8,191,23.9,22,0,0,0,0.188,0,
1698,2021-07-20,2025-11-15,52,Annual,Premium,1252,0,0,12,406,33.8,16,0,0,0,0.209,1,payment_issues
1699,2025-09-08,2025-11-15,2,Annual,Basic,353,0,0,9,371,41.2,23,0,0,1,0.512,0,
1700,2023-08-15,2025-11-15,27,Monthly,Premium,1146,1,0,11,396,36.0,25,0,1,1,0.467,1,payment_issues
1701,2025-09-13,2025-11-15,2,Monthly,Basic,348,0,1,8,208,26.0,15,0,0,0,0.223,0,
1702,2023-01-14,2025-11-15,34,Monthly,Premium,1125,1,0,17,264,15.5,21,0,0,0,0.142,0,
1703,2022-06-08,2025-11-15,41,Monthly,Premium,1238,1,1,9,346,38.4,25,0,0,0,0.086,0,
1704,2023-05-28,2025-11-15,30,Monthly,Basic,298,0,0,8,305,38.1,26,0,0,0,0.167,0,
1705,2023-01-27,2025-11-15,34,Monthly,Standard,490,1,0,13,180,13.8,13,0,0,0,0.06,0,
1706,2021-05-27,2025-11-15,54,Quarterly,Standard,566,1,1,7,227,32.4,13,0,2,0,0.139,0,
1707,2024-01-29,2025-11-15,21,Annual,Premium,1374,1,0,14,380,27.1,12,0,0,1,0.407,1,price
1708,2021-12-15,2025-11-15,47,Annual,Basic,316,1,0,7,96,13.7,7,0,0,0,0.116,0,
1709,2023-12-21,2025-11-15,23,Monthly,Standard,784,0,1,2,33,16.5,24,0,0,0,0.221,0,
1710,2024-02-15,2025-11-15,21,Monthly,Premium,1085,1,1,15,512,34.1,2,0,0,0,0.087,0,
1711,2021-08-20,2025-11-15,51,Annual,Standard,660,1,0,8,344,43.0,8,0,0,0,0.133,0,
1712,2021-03-07,2025-11-15,57,Monthly,Basic,100,1,0,8,247,30.9,2,0,1,0,0.185,0,
1713,2024-10-10,2025-11-15,13,Quarterly,Standard,600,1,0,7,307,43.9,19,0,0,0,0.033,0,
1714,2023-03-05,2025-11-15,32,Monthly,Basic,350,1,1,18,482,26.8,17,0,0,0,0.068,0,
1715,2021-03-02,2025-11-15,57,Monthly,Standard,667,1,0,9,352,39.1,17,0,0,0,0.121,0,
1716,2025-11-05,2025-11-15,0,Monthly,Basic,237,0,0,11,483,43.9,24,0,1,0,0.444,0,
1717,2021-03-01,2025-11-15,57,Monthly,Basic,383,1,1,5,30,6.0,1,0,0,1,0.363,0,
1718,2024-05-07,2025-11-15,18,Quarterly,Standard,558,1,0,8,53,6.6,12,0,1,0,0.116,0,
1719,2025-10-16,2025-11-15,1,Monthly,Standard,587,1,0,12,180,15.0,19,0,0,0,0.27,1,lack_of_value
1720,2022-01-26,2025-11-15,46,Monthly,Standard,566,1,0,15,244,16.3,8,0,0,0,0.152,0,
1721,2021-08-02,2025-11-15,52,Monthly,Standard,510,1,0,4,108,27.0,22,0,0,0,0.073,0,
1722,2021-06-25,2025-11-15,53,Annual,Basic,425,1,0,9,225,25.0,0,0,0,1,0.388,1,payment_issues
1723,2022-05-23,2025-11-15,42,Monthly,Basic,303,1,0,7,268,38.3,18,0,0,0,0.212,0,
1724,2021-05-19,2025-11-15,54,Monthly,Standard,686,0,0,6,162,27.0,9,0,0,0,0.264,0,
1725,2024-05-02,2025-11-15,18,Monthly,Basic,383,1,1,6,96,16.0,9,0,0,0,0.047,0,
1726,2021-03-09,2025-11-15,57,Monthly,Standard,523,0,1,8,110,13.8,28,0,0,0,0.254,0,
1727,2023-06-03,2025-11-15,29,Monthly,Standard,697,1,1,11,183,16.6,18,0,0,0,0.065,0,
1728,2025-11-08,2025-11-15,0,Quarterly,Premium,1240,1,0,12,127,10.6,19,0,2,0,0.373,0,
1729,2024-12-10,2025-11-15,11,Monthly,Standard,517,0,1,4,117,29.2,18,0,1,0,0.033,0,
1730,2023-12-13,2025-11-15,23,Monthly,Basic,335,1,0,8,117,14.6,29,0,0,0,0.102,0,
1731,2022-05-28,2025-11-15,42,Quarterly,Standard,519,1,1,10,396,39.6,16,0,0,0,0.078,0,
1732,2023-12-29,2025-11-15,22,Monthly,Premium,1328,0,1,10,436,43.6,27,0,0,0,0.236,0,
1733,2023-07-05,2025-11-15,28,Monthly,Standard,665,0,1,9,185,20.6,11,0,0,0,0.175,0,
1734,2023-01-02,2025-11-15,34,Monthly,Premium,1195,1,0,19,801,42.2,24,0,0,0,0.157,0,
1735,2021-07-12,2025-11-15,52,Monthly,Standard,701,1,0,12,477,39.8,15,0,1,0,0.18,1,found_alternative
1736,2025-04-22,2025-11-15,6,Quarterly,Standard,474,1,0,7,179,25.6,11,0,1,0,0.01,0,
1737,2023-02-14,2025-11-15,33,Quarterly,Basic,241,1,0,7,85,12.1,19,0,0,0,0.019,0,
1738,2021-11-06,2025-11-15,49,Quarterly,Standard,580,1,0,12,339,28.2,19,0,0,0,0.01,0,
1739,2022-09-18,2025-11-15,38,Quarterly,Basic,478,0,0,6,215,35.8,19,0,0,0,0.167,0,
1740,2022-12-11,2025-11-15,35,Monthly,Basic,215,1,1,5,49,9.8,8,0,0,0,0.012,0,
1741,2025-01-04,2025-11-15,10,Monthly,Basic,164,1,1,11,466,42.4,20,0,0,0,0.04,0,
1742,2024-07-16,2025-11-15,16,Monthly,Basic,185,1,0,11,388,35.3,15,0,2,0,0.01,0,
1743,2024-09-19,2025-11-15,14,Monthly,Basic,372,0,0,6,229,38.2,19,0,0,0,0.275,1,poor_support
1744,2020-12-06,2025-11-15,60,Annual,Standard,553,1,0,9,249,27.7,0,0,0,0,0.128,0,
1745,2022-12-15,2025-11-15,35,Quarterly,Basic,288,1,0,7,103,14.7,15,0,1,0,0.109,0,
1746,2023-04-13,2025-11-15,31,Monthly,Premium,1261,1,0,12,74,6.2,14,0,3,0,0.4,0,
1747,2020-12-21,2025-11-15,59,Monthly,Basic,288,1,0,9,213,23.7,19,0,0,0,0.133,0,
1748,2022-03-05,2025-11-15,45,Monthly,Standard,616,1,1,6,49,8.2,26,0,0,0,0.056,0,
1749,2024-09-03,2025-11-15,14,Monthly,Basic,342,0,0,10,123,12.3,24,0,0,0,0.22,1,poor_support
1750,2021-07-24,2025-11-15,52,Monthly,Basic,266,1,0,7,167,23.9,10,0,0,0,0.105,0,
1751,2023-07-20,2025-11-15,28,Monthly,Basic,287,0,0,9,231,25.7,0,0,0,0,0.162,1,payment_issues
1752,2021-12-13,2025-11-15,47,Annual,Standard,619,1,0,7,176,25.1,2,0,0,0,0.131,0,
1753,2020-12-08,2025-11-15,60,Quarterly,Standard,669,1,0,9,233,25.9,13,0,0,0,0.077,0,
1754,2022-01-30,2025-11-15,46,Monthly,Basic,237,1,0,11,184,16.7,24,0,0,0,0.079,0,
1755,2025-10-01,2025-11-15,1,Monthly,Basic,100,1,0,10,298,29.8,14,0,0,0,0.329,0,
1756,2024-11-17,2025-11-15,12,Monthly,Basic,354,0,0,9,174,19.3,8,0,0,0,0.264,0,
1757,2025-09-02,2025-11-15,2,Quarterly,Standard,674,1,0,14,337,24.1,24,0,0,0,0.101,0,
1758,2023-04-25,2025-11-15,31,Quarterly,Standard,616,1,0,10,172,17.2,17,0,0,0,0.169,0,
1759,2021-06-04,2025-11-15,54,Annual,Basic,321,0,0,8,79,9.9,26,0,1,0,0.254,1,poor_support
1760,2023-08-13,2025-11-15,27,Monthly,Basic,255,0,0,7,72,10.3,6,0,0,0,0.216,0,
1761,2023-02-23,2025-11-15,33,Quarterly,Premium,1240,1,0,8,292,36.5,9,0,0,0,0.047,0,
1762,2025-02-03,2025-11-15,9,Monthly,Basic,368,1,0,3,89,29.7,8,0,1,0,0.046,0,
1763,2021-05-14,2025-11-15,54,Monthly,Standard,604,1,1,3,17,5.7,15,0,0,0,0.085,0,
1764,2023-04-26,2025-11-15,31,Monthly,Basic,499,1,0,6,227,37.8,21,0,0,0,0.089,0,
1765,2021-08-16,2025-11-15,51,Monthly,Standard,475,1,0,12,60,5.0,11,0,0,0,0.176,0,
1766,2022-07-01,2025-11-15,41,Quarterly,Premium,1213,1,0,7,73,10.4,0,0,1,0,0.105,0,
1767,2024-07-23,2025-11-15,16,Monthly,Premium,1107,0,0,14,117,8.4,3,0,0,0,0.24,1,price
1768,2023-04-03,2025-11-15,31,Monthly,Standard,670,1,0,8,159,19.9,28,0,0,0,0.126,0,
1769,2022-10-02,2025-11-15,38,Monthly,Standard,474,1,0,6,68,11.3,14,0,0,1,0.423,0,
1770,2022-11-05,2025-11-15,36,Monthly,Standard,494,0,0,8,134,16.8,22,0,1,0,0.177,0,
1771,2023-03-04,2025-11-15,32,Monthly,Basic,250,1,0,3,37,12.3,27,0,1,0,0.12,0,
1772,2024-10-18,2025-11-15,13,Monthly,Premium,1221,1,0,13,481,37.0,15,0,0,0,0.117,0,
1773,2025-05-02,2025-11-15,6,Monthly,Standard,553,1,0,9,91,10.1,22,0,0,0,0.112,0,
1774,2025-08-25,2025-11-15,2,Monthly,Standard,554,1,0,9,79,8.8,3,0,1,1,0.451,1,other
1775,2024-10-22,2025-11-15,12,Annual,Basic,286,0,0,2,30,15.0,7,0,2,0,0.193,0,
1776,2022-06-14,2025-11-15,41,Monthly,Standard,581,1,1,9,167,18.6,2,0,0,0,0.165,0,
1777,2024-04-24,2025-11-15,19,Monthly,Premium,1318,1,0,13,254,19.5,4,0,0,0,0.166,0,
1778,2023-01-23,2025-11-15,34,Monthly,Standard,654,1,1,13,80,6.2,23,0,0,0,0.087,0,
1779,2022-02-23,2025-11-15,45,Annual,Basic,275,1,1,8,166,20.8,19,0,0,0,0.01,0,
1780,2025-01-28,2025-11-15,9,Quarterly,Basic,467,1,0,3,46,15.3,28,0,0,1,0.427,0,
1781,2021-01-25,2025-11-15,58,Monthly,Basic,339,0,0,9,244,27.1,24,0,0,0,0.261,0,
1782,2025-05-19,2025-11-15,6,Monthly,Premium,1123,0,1,15,203,13.5,25,0,0,0,0.28,0,
1783,2023-03-08,2025-11-15,32,Quarterly,Premium,1220,1,0,16,566,35.4,3,0,0,0,0.01,0,
1784,2024-01-22,2025-11-15,22,Quarterly,Premium,1242,1,0,15,510,34.0,10,0,2,1,0.437,1,payment_issues
1785,2024-03-03,2025-11-15,20,Quarterly,Standard,545,1,0,12,100,8.3,7,0,1,0,0.028,0,
1786,2025-05-07,2025-11-15,6,Annual,Standard,516,1,0,6,94,15.7,27,0,0,0,0.059,0,
1787,2024-01-21,2025-11-15,22,Annual,Standard,606,0,0,6,124,20.7,2,0,0,0,0.173,0,
1788,2023-12-11,2025-11-15,23,Monthly,Standard,572,0,1,7,88,12.6,11,0,0,0,0.138,0,
1789,2021-03-17,2025-11-15,56,Monthly,Standard,718,1,0,6,132,22.0,29,0,0,0,0.247,1,price
1790,2023-06-20,2025-11-15,29,Quarterly,Standard,659,1,1,7,251,35.9,26,0,0,0,0.01,0,
1791,2021-08-17,2025-11-15,51,Quarterly,Standard,549,0,0,6,32,5.3,11,0,0,0,0.255,0,
1792,2024-07-23,2025-11-15,16,Monthly,Basic,334,1,0,7,53,7.6,9,0,0,0,0.021,0,
1793,2023-06-08,2025-11-15,29,Annual,Basic,401,1,0,10,379,37.9,0,0,1,0,0.048,0,
1794,2024-04-10,2025-11-15,19,Monthly,Standard,489,1,0,7,202,28.9,25,0,1,0,0.033,0,
1795,2021-01-31,2025-11-15,58,Monthly,Premium,1119,1,1,17,266,15.6,27,0,0,0,0.122,0,
1796,2021-04-19,2025-11-15,55,Annual,Standard,600,1,0,11,489,44.5,18,0,1,0,0.129,0,
1797,2024-06-15,2025-11-15,17,Monthly,Basic,302,0,0,9,244,27.1,3,0,0,0,0.102,1,poor_support
1798,2021-03-27,2025-11-15,56,Monthly,Premium,1196,0,1,15,506,33.7,21,0,1,0,0.26,1,other
1799,2021-03-26,2025-11-15,56,Monthly,Standard,576,0,0,11,448,40.7,7,0,0,0,0.224,1,other
1800,2020-12-08,2025-11-15,60,Monthly,Standard,574,0,0,6,120,20.0,17,0,2,0,0.212,1,payment_issues
1801,2025-08-27,2025-11-15,2,Monthly,Standard,630,1,0,6,48,8.0,6,0,0,0,0.053,0,
1802,2024-07-23,2025-11-15,16,Monthly,Standard,690,0,0,4,177,44.2,7,0,1,0,0.125,0,
1803,2022-08-22,2025-11-15,39,Monthly,Standard,562,1,0,3,49,16.3,17,0,0,0,0.134,0,
1804,2022-05-11,2025-11-15,42,Annual,Premium,1395,1,0,23,728,31.7,3,0,0,0,0.147,0,
1805,2022-08-16,2025-11-15,39,Annual,Basic,456,1,0,4,38,9.5,4,0,0,0,0.089,0,
1806,2024-09-29,2025-11-15,13,Monthly,Basic,406,1,0,5,95,19.0,8,0,0,0,0.073,0,
1807,2024-03-07,2025-11-15,20,Quarterly,Basic,349,1,0,2,32,16.0,19,0,0,0,0.089,0,
1808,2021-10-19,2025-11-15,49,Monthly,Basic,460,1,0,6,261,43.5,29,0,0,0,0.112,0,
1809,2021-09-29,2025-11-15,50,Monthly,Basic,277,1,0,10,90,9.0,20,0,1,0,0.115,0,
1810,2021-05-14,2025-11-15,54,Monthly,Basic,234,0,0,11,63,5.7,10,0,0,0,0.192,0,
1811,2024-03-05,2025-11-15,20,Annual,Basic,258,0,0,6,173,28.8,2,0,0,0,0.17,0,
1812,2024-09-10,2025-11-15,14,Annual,Basic,220,1,1,7,162,23.1,17,0,1,0,0.02,0,
1813,2022-03-14,2025-11-15,44,Monthly,Basic,309,1,1,9,219,24.3,1,0,0,0,0.125,0,
1814,2020-12-24,2025-11-15,59,Monthly,Basic,323,1,0,13,286,22.0,0,0,0,1,0.559,1,price
1815,2021-04-14,2025-11-15,55,Monthly,Standard,616,1,0,7,42,6.0,18,0,3,0,0.376,0,
1816,2025-09-17,2025-11-15,1,Monthly,Standard,600,1,0,10,150,15.0,25,0,0,1,0.701,0,
1817,2022-05-09,2025-11-15,42,Monthly,Basic,310,1,0,10,396,39.6,27,0,0,0,0.203,0,
1818,2024-09-19,2025-11-15,14,Monthly,Standard,738,1,0,11,374,34.0,13,0,1,0,0.108,0,
1819,2023-12-31,2025-11-15,22,Quarterly,Premium,1249,0,0,13,460,35.4,9,0,1,0,0.213,0,
1820,2022-10-14,2025-11-15,37,Monthly,Premium,1273,1,0,11,460,41.8,20,0,0,0,0.225,1,lack_of_value
1821,2021-11-26,2025-11-15,48,Annual,Basic,315,1,0,10,193,19.3,0,0,0,0,0.046,0,
1822,2021-06-25,2025-11-15,53,Quarterly,Standard,471,1,0,7,117,16.7,16,0,1,0,0.111,0,
1823,2023-12-13,2025-11-15,23,Monthly,Basic,155,1,1,6,230,38.3,17,0,0,0,0.045,0,
1824,2024-09-29,2025-11-15,13,Quarterly,Basic,466,1,0,4,166,41.5,1,0,1,0,0.015,0,
1825,2024-02-04,2025-11-15,21,Quarterly,Basic,258,1,0,6,240,40.0,16,0,1,1,0.351,1,found_alternative
1826,2023-07-11,2025-11-15,28,Monthly,Basic,251,0,0,6,191,31.8,4,0,0,1,0.463,0,
1827,2021-01-31,2025-11-15,58,Monthly,Standard,619,1,0,4,31,7.8,6,0,2,0,0.231,0,
1828,2025-09-18,2025-11-15,1,Annual,Standard,644,1,0,9,126,14.0,25,0,0,0,0.268,0,
1829,2024-11-12,2025-11-15,12,Monthly,Standard,654,1,0,3,126,42.0,13,0,0,0,0.198,1,price
1830,2022-05-04,2025-11-15,43,Monthly,Basic,441,1,0,6,196,32.7,12,0,0,0,0.14,0,
1831,2025-10-09,2025-11-15,1,Monthly,Basic,420,1,0,2,46,23.0,8,0,0,0,0.308,0,
1832,2023-11-19,2025-11-15,24,Quarterly,Basic,236,0,0,5,158,31.6,4,0,0,0,0.124,0,
1833,2023-10-14,2025-11-15,25,Quarterly,Basic,377,1,0,10,409,40.9,5,0,0,0,0.104,0,
1834,2024-08-12,2025-11-15,15,Annual,Premium,1170,1,0,18,603,33.5,16,0,2,1,0.43,1,found_alternative
1835,2024-12-06,2025-11-15,11,Monthly,Standard,589,1,1,12,266,22.2,5,0,1,0,0.038,0,
1836,2024-02-27,2025-11-15,20,Monthly,Premium,1113,1,0,18,783,43.5,6,0,0,0,0.148,0,
1837,2021-07-07,2025-11-15,53,Monthly,Standard,465,1,0,6,200,33.3,5,0,0,0,0.125,0,
1838,2022-07-26,2025-11-15,40,Quarterly,Standard,598,0,1,11,406,36.9,28,0,0,0,0.142,1,payment_issues
1839,2025-07-06,2025-11-15,4,Monthly,Basic,224,0,0,10,112,11.2,19,0,0,0,0.199,0,
1840,2021-12-30,2025-11-15,47,Monthly,Standard,674,1,0,8,244,30.5,7,0,0,0,0.095,0,
1841,2022-09-26,2025-11-15,38,Monthly,Standard,578,1,0,8,305,38.1,6,0,0,0,0.208,0,
1842,2023-01-13,2025-11-15,34,Monthly,Standard,624,0,1,9,270,30.0,1,0,0,0,0.129,0,
1843,2023-01-26,2025-11-15,34,Annual,Standard,709,0,0,9,74,8.2,8,0,1,0,0.123,0,
1844,2023-12-09,2025-11-15,23,Quarterly,Basic,182,1,0,6,47,7.8,23,0,1,0,0.085,0,
1845,2025-08-03,2025-11-15,3,Annual,Standard,543,0,0,12,226,18.8,0,0,0,0,0.069,0,
1846,2022-01-29,2025-11-15,46,Monthly,Premium,1214,1,0,7,197,28.1,5,0,0,0,0.216,0,
1847,2021-06-25,2025-11-15,53,Annual,Standard,625,1,0,7,260,37.1,11,0,1,0,0.066,0,
1848,2021-11-11,2025-11-15,48,Quarterly,Standard,688,1,0,10,349,34.9,15,0,1,0,0.053,0,
